request_id,scenario,request_type,start_ts,end_ts,latency_ms,ttft_ms,prompt_chars,output_chars,max_tokens,status_code,ok,error
c8bbi4wire,short-bursts,completions,1775623542.3294463,1775623542.3304746,1.03,1.03,101,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
or7875aud9,short-bursts,completions,1775623614.7422075,1775623614.7432425,1.03,1.03,50,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
atvzkhiuit,short-bursts,completions,1775623632.096529,1775623632.097596,1.07,1.07,101,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
2y9v86wzs3,short-bursts,completions,1775623537.7102878,1775623537.7116263,1.34,1.34,50,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
v0gyubmxns,short-bursts,completions,1775623628.1551487,1775623628.1565406,1.39,1.39,50,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
d5j60fkhmy,short-bursts,completions,1775623528.535511,1775623528.5369127,1.40,1.40,101,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
0nec8uyo57,short-bursts,completions,1775623574.7391918,1775623574.7403789,1.19,1.19,50,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
e6sylztgxn,short-bursts,completions,1775623534.4700735,1775623534.4711,1.03,1.03,101,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
ecgz9389yz,short-bursts,completions,1775623596.353411,1775623596.3547492,1.34,1.34,203,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
oh9sdbdw2p,short-bursts,completions,1775623519.3624067,1775623519.3638868,1.48,1.48,101,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
bnz8v12ii8,short-bursts,completions,1775623587.2091477,1775623587.2103639,1.22,1.22,101,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
mmx3y9rgez,short-bursts,completions,1775623593.880563,1775623593.8818939,1.33,1.33,101,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
u3bbxux1ox,short-bursts,completions,1775623600.0152261,1775623600.016348,1.12,1.12,101,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
mo5bxxc02d,short-bursts,completions,1775623522.7616057,1775623522.7626288,1.02,1.02,50,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
hnriuu9k9x,short-bursts,completions,1775623563.030415,1775623563.0317981,1.38,1.38,101,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
uuylajahcp,short-bursts,completions,1775623621.8353317,1775623621.8368034,1.47,1.47,203,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
zdfkblcmpi,short-bursts,completions,1775623560.7845035,1775623560.7858841,1.38,1.38,50,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
lvpymb5m9j,short-bursts,completions,1775623595.0851579,1775623595.086501,1.34,1.34,101,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
vqjt7ye511,short-bursts,completions,1775623520.8859718,1775623520.8874164,1.44,1.44,50,0,24,0,0,"Cannot connect to host localhost:8002 ssl:default [Connect call failed ('127.0.0.1', 8002)]"
